form,tag,count
확대,NNG,3
반경,NNG,3
셀러,NNG,3
헌,NNG,3
새집,NNG,3
프리미엄,NNG,3
커리어,NNG,3
담배불,NNG,3
말해줘,NNG,3
행운아,NNG,3
알고리즘,NNG,3
장르,NNG,3
빠꾸,NNG,3
그라스,NNP,3
부산항,NNP,3
월남,NNP,3
조개잡이,NNP,3
살짜기,NNP,3
충무로,NNP,3
화진포,NNP,3
삼일로,NNP,3
영산강,NNP,3
장충,NNP,3
유달산,NNP,3
여의도,NNP,3
아네모네,NNP,3
주리,NNP,3
소양강,NNP,3
데헤야,NNP,3
데,NNP,3
도라,NNP,3
이태백,NNP,3
대동강,NNP,3
유성,NNP,3
라라라라라라라,NNP,3
얄라리,NNP,3
정주,NNP,3
연안부두,NNP,3
소나기,NNP,3
제3한강교,NNP,3
마음약해서,NNP,3
영일만,NNP,3
주,NNP,3
대구,NNP,3
미국,NNP,3
부르스,NNP,3
부푸,NNP,3
신세계,NNP,3
피카소,NNP,3
루루루루루루루,NNP,3
피어,NNP,3
희,NNP,3
높새바람,NNP,3
돌개,NNP,3
신사동,NNP,3
다다,NNP,3
비도,NNP,3
사일,NNP,3
이예,NNP,3
빠빠,NNP,3
코리아,NNP,3
폼생폼사야,NNP,3
리스,NNP,3
스뜹뜨르르듭듭듭,NNP,3
이,NNP,3
목,NNP,3
타임아웃,NNP,3
빰빰빠,NNP,3
빰빠빠,NNP,3
삐에로,NNP,3
이리,NNP,3
서툰,NNP,3
반직선,NNP,3
마릴린,NNP,3
먼로,NNP,3
오랄라,NNP,3
푸른,NNP,3
단,NNP,3
걸,NNP,3
나난나난,NNP,3
되내어,NNP,3
보네,NNP,3
뚜뚜뚜,NNP,3
신데렐라,NNP,3
너만이,NNP,3
바바바바꿔봐,NNP,3
꿀,NNP,3
뻣쳐,NNP,3
고,NNP,3
망설이지마,NNP,3
가져봐,NNP,3
이별공식,NNP,3
괴괴괴괴,NNP,3
뿐야,NNP,3
아메리카노,NNP,3
마마마마마마마마,NNP,3
랄랄랄라라,NNP,3
가라,NNP,3
독하게,NNP,3
베베,NNP,3
가져,NNP,3
무한,NNP,3
봄이,NNP,3
욱해,NNP,3
강동,NNP,3
형도니,NNP,3
롤리,NNP,3
띠띠리라띠때,NNP,3
빅,NNP,3
힙,NNP,3
왔다리,NNP,3
갔,NNP,3
드루루,NNP,3
테킬라,NNP,3
모히토,NNP,3
캘리포니아,NNP,3
비행운,NNP,3
뚜루루뚜,NNP,3
미로,NNP,3
방탄,NNP,3
셔,NNP,3
구찌,NNP,3
휠라,NNP,3
슈프림,NNP,3
지화자,NNP,3
싫어,NNP,3
랄라라라랄라,NNP,3
나뻐,NNP,3
찐,NNP,3
서면역,NNP,3
꺼져줘,NNP,3
바쁘대,NNP,3
데자뷰,NNP,3
갤럭시,NNP,3
자네,NP,3
그놈,NP,3
여,NP,3
육,NR,3
몇몇,NR,3
수만,NR,3
칠백,NR,3
삼천,NR,3
둘째,NR,3
원,NR,3
delilah,SL,3
es,SL,3
pajaro,SL,3
flor,SL,3
lanzamos,SL,3
directo,SL,3
daffodils,SL,3
repeat,SL,3
skin,SL,3
outside,SL,3
deux,SL,3
ideal,SL,3
enjoyment,SL,3
prince,SL,3
doc,SL,3
compares,SL,3
two,SL,3
lover,SL,3
bow,SL,3
violence,SL,3
twist,SL,3
twist,SL,3
mi,SL,3
rhyme,SL,3
rise,SL,3
nasty,SL,3
water,SL,3
sip,SL,3
uhh,SL,3
nights,SL,3
wonder,SL,3
chapter,SL,3
quit,SL,3
days,SL,3
was,SL,3
est,SL,3
moi,SL,3
comeback,SL,3
indeed,SL,3
number,SL,3
tapping,SL,3
tiger,SL,3
belong,SL,3
gotta,SL,3
mic,SL,3
hell,SL,3
sunshine,SL,3
je,SL,3
tu,SL,3
brake,SL,3
spill,SL,3
brain,SL,3
lee,SL,3
with,SL,3
going,SL,3
through,SL,3
spread,SL,3
warmth,SL,3
loose,SL,3
curse,SL,3
common,SL,3
lon,SL,3
soar,SL,3
juice,SL,3
neck,SL,3
brown,SL,3
would,SL,3
wax,SL,3
moving,SL,3
regret,SL,3
dark,SL,3
ayo,SL,3
plz,SL,3
license,SL,3
plate,SL,3
main,SL,3
mistake,SL,3
about,SL,3
th,SL,3
shinning,SL,3
bright,SL,3
clothes,SL,3
fear,SL,3
harder,SL,3
price,SL,3
nu,SL,3
cd,SL,3
dvd,SL,3
beach,SL,3
hearts,SL,3
cow,SL,3
fore,SL,3
box,SL,3
pure,SL,3
throwin,SL,3
crown,SL,3
brothers,SL,3
sisters,SL,3
way,SL,3
felling,SL,3
nowhere,SL,3
mra,SL,3
jo,SL,3
flava,SL,3
kicks,SL,3
laugh,SL,3
sithout,SL,3
showed,SL,3
furute,SL,3
green,SL,3
yellow,SL,3
tender,SL,3
garden,SL,3
zoo,SL,3
nails,SL,3
sometime,SL,3
terrify,SL,3
guilty,SL,3
verse,SL,3
ever,SL,3
lasting,SL,3
friendship,SL,3
issue,SL,3
album,SL,3
his,SL,3
mong,SL,3
name,SL,3
moonlight,SL,3
fivesixthseven,SL,3
school,SL,3
each,SL,3
ng,SL,3
player,SL,3
wine,SL,3
weather,SL,3
needed,SL,3
prove,SL,3
allright,SL,3
heard,SL,3
queen,SL,3
far,SL,3
warm,SL,3
wipe,SL,3
rise,SL,3
desire,SL,3
present,SL,3
lovely,SL,3
somin,SL,3
ride,SL,3
anyclub,SL,3
guess,SL,3
se,SL,3
en,SL,3
mommy,SL,3
burn,SL,3
open,SL,3
tryna,SL,3
pd,SL,3
agree,SL,3
must,SL,3
memories,SL,3
bells,SL,3
mnet,SL,3
worry,SL,3
ridin,SL,3
doe,SL,3
killin,SL,3
chu,SL,3
homie,SL,3
zone,SL,3
hole,SL,3
contact,SL,3
neede,SL,3
song,SL,3
heavy,SL,3
watching,SL,3
dreaming,SL,3
burning,SL,3
xoxo,SL,3
toc,SL,3
youme,SL,3
over,SL,3
camera,SL,3
fallow,SL,3
fila,SL,3
fashion,SL,3
mo,SL,3
master,SL,3
team,SL,3
cl,SL,3
his,SL,3
gd,SL,3
control,SL,3
dying,SL,3
killing,SL,3
chocolate,SL,3
key,SL,3
final,SL,3
movin,SL,3
gone,SL,3
un,SL,3
breaking,SL,3
famous,SL,3
replay,SL,3
return,SL,3
pushing,SL,3
adore,SL,3
heels,SL,3
something,SL,3
se,SL,3
aaa,SL,3
realslow,SL,3
away,SL,3
head,SL,3
trippin,SL,3
mamama,SL,3
holla,SL,3
dont,SL,3
mem,SL,3
ga,SL,3
senorita,SL,3
great,SL,3
tellin,SL,3
collaboration,SL,3
hairstyle,SL,3
sixth,SL,3
rush,SL,3
motion,SL,3
boring,SL,3
witness,SL,3
hustle,SL,3
perfect,SL,3
ble,SL,3
block,SL,3
bro,SL,3
stop,SL,3
sister,SL,3
eelectric,SL,3
strange,SL,3
nose,SL,3
swag,SL,3
black,SL,3
chemical,SL,3
wonderland,SL,3
everthing,SL,3
okey,SL,3
tap,SL,3
aware,SL,3
sunday,SL,3
memory,SL,3
day,SL,3
thorn,SL,3
sweat,SL,3
ko,SL,3
sunrise,SL,3
faded,SL,3
been,SL,3
salvador,SL,3
gogh,SL,3
rich,SL,3
feat,SL,3
mister,SL,3
rewind,SL,3
romance,SL,3
percent,SL,3
jackpot,SL,3
anyway,SL,3
candy,SL,3
sadness,SL,3
question,SL,3
nananana,SL,3
guap,SL,3
use,SL,3
wasting,SL,3
ex,SL,3
well,SL,3
aye,SL,3
smart,SL,3
finito,SL,3
lalala,SL,3
birthday,SL,3
nine,SL,3
papa,SL,3
born,SL,3
maker,SL,3
baam,SL,3
eyes,SL,3
bla,SL,3
twice,SL,3
every,SL,3
errbody,SL,3
creeping,SL,3
timing,SL,3
search,SL,3
luver,SL,3
meet,SL,3
aha,SL,3
scenario,SL,3
lie,SL,3
test,SL,3
bought,SL,3
movie,SL,3
lying,SL,3
flex,SL,3
runnin,SL,3
bleeding,SL,3
indigo,SL,3
ping,SL,3
pong,SL,3
yellow,SL,3
stup,SL,3
comma,SL,3
dreamin,SL,3
bleed,SL,3
pull,SL,3
tie,SL,3
mix,SL,3
focus,SL,3
waited,SL,3
tighter,SL,3
tropical,SL,3
dope,SL,3
gang,SL,3
icy,SL,3
shout,SL,3
beer,SL,3
cheers,SL,3
realize,SL,3
zoom,SL,3
unmanageable,SL,3
hol,SL,3
finna,SL,3
fighter,SL,3
pourin,SL,3
uhh,SL,3
cryin,SL,3
rolling,SL,3
climax,SL,3
stayc,SL,3
copy,SL,3
decalcomanie,SL,3
kosmo,SL,3
mamba,SL,3
real,SL,3
world,SL,3
happen,SL,3
fearless,SL,3
cloud,SL,3
coffee,SL,3
plans,SL,3
fools,SL,3
kings,SL,3
strong,SL,3
ma,SL,3
ehoh,SL,3
twilight,SL,3
tangled,SL,3
reasons,SL,3
border,SL,3
smiley,SL,3
told,SL,3
rather,SL,3
sugar,SL,3
lalalalalalala,SL,3
sacrifice,SL,3
camera,SL,3
action,SL,3
oww,SL,3
playin,SL,3
upgrade,SL,3
weirdo,SL,3
bodies,SL,3
dresser,SL,3
fairy,SL,3
tale,SL,3
dovey,SL,3
f,SL,3
zombie,SL,3
middle,SL,3
riddle,SL,3
hoping,SL,3
asking,SL,3
quiet,SL,3
lord,SL,3
custom,SL,3
fit,SL,3
feed,SL,3
score,SL,3
writer,SL,3
yaa,SL,3
errday,SL,3
spell,SL,3
lovelee,SL,3
flow,SL,3
bike,SL,3
51,SN,3
827,SN,3
2008,SN,3
2010,SN,3
88,SN,3
70,SN,3
æ,SW,3
노오랗,VA,3
요렇,VA,3
쌀쌀하,VA,3
뜸하,VA,3
오래,VA,3
시렵,VA,3
드높,VA,3
힘없,VA,3
희뿌옇,VA,3
건방지,VA,3
탁하,VA,3
숨차,VA,3
사소하,VA,3
속절없,VA,3
유별나,VA,3
엄청나,VA,3
진정하,VA,3
죄송하,VA,3
끈질기,VA,3
청승맞,VA,3
만만하,VA,3
불쌍하,VA,3
비겁하,VA,3
너르,VA,3
덩그렇,VA,3
끄,VA,3
고르,VA,3
비좁,VA,3
끄떡없,VA,3
똑똑하,VA,3
섣부르,VA,3
얼얼하,VA,3
화창하,VA,3
딱하,VA,3
벙벙하,VA,3
미지근하,VA,3
핫하,VA,3
앙증맞,VA,3
별나,VA,3
싸하,VA,3
어림없,VA,3
기똥차,VA,3
장가가,VV,3
볶,VV,3
아로새기,VV,3
찾아들,VV,3
뛰어놀,VV,3
돌보,VV,3
이글거리,VV,3
조아리,VV,3
치르,VV,3
밀려가,VV,3
접어들,VV,3
샘솟,VV,3
끓,VV,3
탐내,VV,3
소문나,VV,3
어찌하,VV,3
허물어지,VV,3
퉁기,VV,3
너울대,VV,3
흘려보내,VV,3
들썩이,VV,3
굴러가,VV,3
재잘대,VV,3
차려입,VV,3
스러지,VV,3
그을리,VV,3
어우러지,VV,3
부대끼,VV,3
흐리,VV,3
내키,VV,3
켜지,VV,3
빼놓,VV,3
솟구치,VV,3
눌러쓰,VV,3
청하,VV,3
널리,VV,3
울부짖,VV,3
오리,VV,3
논하,VV,3
식히,VV,3
누,VV,3
채이,VV,3
때묻,VV,3
꿈틀거리,VV,3
되묻,VV,3
뒤바뀌,VV,3
비틀리,VV,3
쫓아가,VV,3
대보,VV,3
헝클,VV,3
벗어던지,VV,3
뒤척거리,VV,3
흘려버리,VV,3
집어치,VV,3
노려보,VV,3
쩔쩔매,VV,3
봐주,VV,3
타고나,VV,3
겨루,VV,3
거리끼,VV,3
발맞추,VV,3
델,VV,3
몸서리치,VV,3
잘리,VV,3
파이,VV,3
기리,VV,3
가다듬,VV,3
길어지,VV,3
굶주리,VV,3
썩이,VV,3
내걸,VV,3
부여잡,VV,3
다루,VV,3
오래되,VV,3
겉돌,VV,3
흘러오,VV,3
쳐들,VV,3
얼리,VV,3
미어지,VV,3
더듬거리,VV,3
헤지,VV,3
꽃피우,VV,3
짓무르,VV,3
얇아지,VV,3
드러내,VV,3
내치,VV,3
먹히,VV,3
움키,VV,3
짜이,VV,3
큰일나,VV,3
들이쉬,VV,3
낚,VV,3
뛰쳐나가,VV,3
뒤틀리,VV,3
걷어차,VV,3
엮이,VV,3
소용돌이치,VV,3
패,VV,3
울렁이,VV,3
때우,VV,3
놀래키,VV,3
낚이,VV,3
키,VV,3
살랑거리,VV,3
어지르,VV,3
깎이,VV,3
넘쳐흐르,VV,3
꿈틀대,VV,3
훑,VV,3
간질이,VV,3
째지,VV,3
불,VX,3
베,VX,3
치우,VX,3
진,XPN,3
탈,XPN,3
풋,XPN,3
소박,XR,3
털털,XR,3
무수,XR,3
무궁,XR,3
친근,XR,3
섭섭,XR,3
신선,XR,3
나른,XR,3
어둑,XR,3
한가,XR,3
심심,XR,3
비슷,XR,3
뻣뻣,XR,3
훤,XR,3
어렴풋,XR,3
억울,XR,3
미묘,XR,3
자상,XR,3
섬세,XR,3
잔인,XR,3
성급,XR,3
나란,XR,3
한적,XR,3
매정,XR,3
적절,XR,3
과감,XR,3
통통,XR,3
시무룩,XR,3
몽롱,XR,3
어정쩡,XR,3
깜깜,XR,3
흥건,XR,3
다채,XR,3
무모,XR,3
삭막,XR,3
스레,XSM,3
간,XSN,3
대,XSN,3
권,XSN,3
께,XSN,3
으련만,EC,2
건마는,EC,2
는다지만,EC,2
ᆯ지라,EC,2
려니까,EC,2
을시구,EC,2
으니까요,EC,2
으랴,EC,2
로다,EC,2
지만은,EC,2
기로,EC,2
습니까,EC,2
려는지,EC,2
구요,EC,2
ᆫ데요,EC,2
히,EC,2
ᆼ게,EC,2
으라는데,EC,2
고는,EC,2
다지,EC,2
ᆯ라구,EC,2
자구,EC,2
노니,EC,2
ᆯ꼬,EC,2
ᆯ지니,EC,2
려는가,EC,2
자며,EC,2
락,EC,2
라구요,EC,2
으려나,EC,2
지나,EC,2
다더니,EC,2
을지언정,EC,2
소,EF,2
드라,EF,2
자구,EF,2
ᆫ단다,EF,2
으리다,EF,2
으니,EF,2
으랴,EF,2
랴,EF,2
ᆫ답니까,EF,2
구만요,EF,2
우,EF,2
던가요,EF,2
구려,EF,2
다니,EF,2
던걸요,EF,2
ᆯ라,EF,2
ᆸ소서,EF,2
ᆸ쇼,EF,2
까,EF,2
랄까,EF,2
라던가,EF,2
것,EP,2
달,ETM,2
으리란,ETM,2
냔,ETM,2
리란,ETM,2
기,ETM,2
ᆫ다기,ETN,2
헤,IC,2
아따,IC,2
하아,IC,2
헤에,IC,2
고,IC,2
까짓것,IC,2
무어,IC,2
아나,IC,2
어이,IC,2
후,IC,2
흠,IC,2
으음,IC,2
그죠,IC,2
내,IC,2
아뿔싸,IC,2
어우,IC,2
어머머머,IC,2
어쩜,IC,2
대박,IC,2
이봐요,IC,2
그럼,IC,2
에이,IC,2
인마,IC,2
고,JC,2
마냥,JKB,2
마따나,JKB,2
에서부터,JKB,2
라,JKQ,2
께서,JKS,2
이야말로,JX,2
거나,JX,2
대루,JX,2
소쩍,MAG,2
외로,MAG,2
요만큼,MAG,2
줄줄이,MAG,2
뚜렷이,MAG,2
이래저래,MAG,2
기왕에,MAG,2
물어물어,MAG,2
이처럼,MAG,2
도란도란,MAG,2
엉금엉금,MAG,2
일찍이,MAG,2
껄껄,MAG,2
펄펄,MAG,2
한가로이,MAG,2
뱅글뱅글,MAG,2
비비,MAG,2
종일토록,MAG,2
시원히,MAG,2
발칵,MAG,2
저만큼,MAG,2
틀림없이,MAG,2
구비구비,MAG,2
생글,MAG,2
갈래갈래,MAG,2
한갓,MAG,2
부시시,MAG,2
이왕이면,MAG,2
공연히,MAG,2
우물,MAG,2
뚱뚱,MAG,2
허물없이,MAG,2
휭,MAG,2
철저히,MAG,2
짱,MAG,2
서리서리,MAG,2
시방,MAG,2
천방지축,MAG,2
참말로,MAG,2
문득문득,MAG,2
꺽,MAG,2
흔히,MAG,2
거진,MAG,2
조각조각,MAG,2
살살,MAG,2
주책없이,MAG,2
벙긋,MAG,2
더디,MAG,2
손수,MAG,2
순전히,MAG,2
속히,MAG,2
조마조마,MAG,2
왜냐하면,MAG,2
모처럼,MAG,2
꽉꽉,MAG,2
특별히,MAG,2
왔다갔다,MAG,2
멍,MAG,2
산산이,MAG,2
투덜,MAG,2
퉁퉁,MAG,2
축축히,MAG,2
이루,MAG,2
정작,MAG,2
훨,MAG,2
버젓이,MAG,2
한때,MAG,2
싸그리,MAG,2
다함께,MAG,2
짐짓,MAG,2
우렁우렁,MAG,2
거저,MAG,2
오락가락,MAG,2
삐걱,MAG,2
최대한,MAG,2
은근슬쩍,MAG,2
꽝,MAG,2
벌벌,MAG,2
말짱,MAG,2
거듭,MAG,2
응당,MAG,2
느닷없이,MAG,2
무던히,MAG,2
의외로,MAG,2
어째,MAG,2
가로,MAG,2
평생토록,MAG,2
한창,MAG,2
이글이글,MAG,2
별루,MAG,2
매년,MAG,2
빼곡히,MAG,2
빨리빨리,MAG,2
뿅,MAG,2
불현듯,MAG,2
알쏭달쏭,MAG,2
알콩달콩,MAG,2
간질간질,MAG,2
이윽고,MAG,2
지그시,MAG,2
슬며시,MAG,2
앙,MAG,2
후,MAG,2
바락바락,MAG,2
까딱,MAG,2
발그레,MAG,2
뚝뚝,MAG,2
활활,MAG,2
뜬금없이,MAG,2
흘낏,MAG,2
철렁,MAG,2
따끈따끈,MAG,2
새콤달콤,MAG,2
흘깃,MAG,2
힐끔힐끔,MAG,2
윙,MAG,2
꾹꾹,MAG,2
콕콕,MAG,2
나지막이,MAG,2
바글바글,MAG,2
와글와글,MAG,2
빙그르르,MAG,2
어,MAG,2
지지리,MAG,2
그닥,MAG,2
후끈후끈,MAG,2
기껏,MAG,2
진작,MAG,2
대놓고,MAG,2
엔간히,MAG,2
흠칫,MAG,2
겨우내,MAG,2
철컥,MAG,2
장장,MAG,2
투덜투덜,MAG,2
꾸벅,MAG,2
살포시,MAG,2
따끔,MAG,2
아둥바둥,MAG,2
우정,MAG,2
꿀꺽,MAG,2
왕창,MAG,2
콱콱,MAG,2
싱긋,MAG,2
쪽쪽,MAG,2
빡,MAG,2
픽픽,MAG,2
일일이,MAG,2
출렁,MAG,2
하다못해,MAG,2
그치만,MAJ,2
이럼,MAJ,2
하기야,MAJ,2
또는,MAJ,2
그니까,MAJ,2
거,MM,2
어인,MM,2
뭇,MM,2
약,MM,2
서너,MM,2
갖은,MM,2
왼,MM,2
그딴,MM,2
한두,MM,2
총,MM,2
두세,MM,2
나절,NNB,2
주일,NNB,2
촉,NNB,2
딴,NNB,2
끼,NNB,2
김,NNB,2
집,NNB,2
지경,NNB,2
격,NNB,2
프로,NNB,2
막,NNB,2
틈,NNB,2
짜리,NNB,2
품,NNB,2
인심,NNG,2
기폭,NNG,2
태풍,NNG,2
가오리,NNG,2
생전,NNG,2
쓰름,NNG,2
나리,NNG,2
물방아,NNG,2
맥,NNG,2
수륙,NNG,2
움,NNG,2
뭉게,NNG,2
언덕길,NNG,2
레인,NNG,2
애드베룬,NNG,2
십자,NNG,2
원더플,NNG,2
황포,NNG,2
버들,NNG,2
불나비,NNG,2
남매,NNG,2
주야,NNG,2
벌거숭이,NNG,2
글라스,NNG,2
호박,NNG,2
전무,NNG,2
신병,NNG,2
작대기,NNG,2
부라보,NNG,2
기상,NNG,2
백발,NNG,2
사수,NNG,2
육군,NNG,2
화답,NNG,2
쑥,NNG,2
꾀꼴,NNG,2
첫날밤,NNG,2
너털웃음,NNG,2
얼시구,NNG,2
시구,NNG,2
찿아,NNG,2
삼각,NNG,2
전차,NNG,2
덥수룩,NNG,2
해당화,NNG,2
삼다,NNG,2
별명,NNG,2
신작로,NNG,2
새봄,NNG,2
임의,NNG,2
불덩이,NNG,2
엽차,NNG,2
부실,NNG,2
포수,NNG,2
고을,NNG,2
논밭,NNG,2
강촌,NNG,2
아버님,NNG,2
불효,NNG,2
딸자식,NNG,2
갯마을,NNG,2
풍랑,NNG,2
훈장,NNG,2
뉘우침,NNG,2
빰,NNG,2
임자,NNG,2
가마,NNG,2
다홍치마,NNG,2
병아리,NNG,2
오라비,NNG,2
밑천,NNG,2
방앗간,NNG,2
반찬,NNG,2
뒤안,NNG,2
파초,NNG,2
동동주,NNG,2
하소연,NNG,2
겨레,NNG,2
꽃가마,NNG,2
베,NNG,2
묘지,NNG,2
유월,NNG,2
팔월,NNG,2
보도,NNG,2
양반,NNG,2
대문,NNG,2
지화자,NNG,2
댕기,NNG,2
부름,NNG,2
여릿,NNG,2
효도,NNG,2
성모,NNG,2
다지,NNG,2
밀감,NNG,2
폭포,NNG,2
암자,NNG,2
법당,NNG,2
타관,NNG,2
괄세,NNG,2
나드리,NNG,2
허풍선이,NNG,2
굴굴대,NNG,2
조리,NNG,2
동창,NNG,2
씨름,NNG,2
산들바람,NNG,2
옥수수,NNG,2
저고리,NNG,2
성경,NNG,2
산허리,NNG,2
모래밭,NNG,2
초롱,NNG,2
함박,NNG,2
개울,NNG,2
괴로웁지,NNG,2
찬비야,NNG,2
가벼웁게,NNG,2
오랫만,NNG,2
네꺼다,NNG,2
처마,NNG,2
구,NNG,2
앞문,NNG,2
백색,NNG,2
권태,NNG,2
원앙,NNG,2
바닷속,NNG,2
영아,NNG,2
웃음보,NNG,2
바구니,NNG,2
작사,NNG,2
작곡,NNG,2
동녘,NNG,2
돌다리,NNG,2
밤차,NNG,2
순,NNG,2
한줄기,NNG,2
얄리얄리얄리,NNG,2
혼조옵서예,NNG,2
추수,NNG,2
고깔,NNG,2
동네방네,NNG,2
전쟁터,NNG,2
헤야헤야,NNG,2
손풍금,NNG,2
분칠,NNG,2
풀빛,NNG,2
갈숲,NNG,2
불가,NNG,2
무더기,NNG,2
데굴,NNG,2
쪼가리,NNG,2
떠나네,NNG,2
면사포,NNG,2
뜀,NNG,2
일몰,NNG,2
고행,NNG,2
수도승,NNG,2
돼주리오,NNG,2
뚜룻뚜룻뚜,NNG,2
병실,NNG,2
뫼는,NNG,2
올,NNG,2
슬기,NNG,2
풀벌레,NNG,2
잎사귀,NNG,2
어절씨고,NNG,2
엄동설한,NNG,2
어이허,NNG,2
줄무늬,NNG,2
병풍,NNG,2
샘물,NNG,2
하늘나라,NNG,2
광풍,NNG,2
곤지,NNG,2
가을빛,NNG,2
골짜기,NNG,2
백열등,NNG,2
낙타,NNG,2
갈대밭,NNG,2
지난밤,NNG,2
해바라기,NNG,2
애달퍼라,NNG,2
상아,NNG,2
전봇대,NNG,2
얘들아,NNG,2
연상,NNG,2
무량,NNG,2
야화,NNG,2
내려라,NNG,2
찬,NNG,2
재회,NNG,2
물벼락,NNG,2
동남쪽,NNG,2
꼴뚜기,NNG,2
대합실,NNG,2
쪽,NNG,2
직후,NNG,2
학,NNG,2
복사,NNG,2
랄라라라라,NNG,2
끝자리,NNG,2
별나라,NNG,2
오뉴월,NNG,2
지푸라기,NNG,2
곡식,NNG,2
부리,NNG,2
얼,NNG,2
찿,NNG,2
휘훵,NNG,2
풍요,NNG,2
탱고,NNG,2
대등,NNG,2
조각품,NNG,2
창조,NNG,2
구슬,NNG,2
캠퍼스,NNG,2
절벽,NNG,2
비구름,NNG,2
마디마디,NNG,2
폭풍우,NNG,2
휘져가네,NNG,2
화석,NNG,2
공룡,NNG,2
노니,NNG,2
까만색,NNG,2
소절,NNG,2
매서웁,NNG,2
응접실,NNG,2
교회,NNG,2
산등성이,NNG,2
문명,NNG,2
타조야,NNG,2
아사,NNG,2
마루턱,NNG,2
크레파스,NNG,2
설,NNG,2
씻기워,NNG,2
표범,NNG,2
만,NNG,2
꽃씨,NNG,2
화병,NNG,2
진홍,NNG,2
천진난만,NNG,2
동화책,NNG,2
길모퉁이,NNG,2
찬물,NNG,2
보따리,NNG,2
나팔소리,NNG,2
어디메,NNG,2
뻐꾸기,NNG,2
백년해로,NNG,2
누리,NNG,2
머물수,NNG,2
깡통,NNG,2
딱지,NNG,2
눈싸움,NNG,2
끈기,NNG,2
야단,NNG,2
자자자자자자자자자자자자자,NNG,2
하늘빛,NNG,2
한세상,NNG,2
섹스,NNG,2
연주자,NNG,2
띠리띠띠리리띠리리리띠리리리,NNG,2
동행,NNG,2
요로콤,NNG,2
발기,NNG,2
눈사람,NNG,2
고드름,NNG,2
유랑,NNG,2
내맘아려나,NNG,2
우허허,NNG,2
쯔쯔,NNG,2
나릇,NNG,2
수선화,NNG,2
예기,NNG,2
서울,NNG,2
길바닥,NNG,2
이전,NNG,2
수녀,NNG,2
수학,NNG,2
역,NNG,2
자물쇠,NNG,2
화산,NNG,2
담벼락,NNG,2
낑깡밭,NNG,2
감귤,NNG,2
신혼부부,NNG,2
하호,NNG,2
환희,NNG,2
안일,NNG,2
시력,NNG,2
라라라라라라라라라라라라,NNG,2
빗길,NNG,2
외등,NNG,2
후일,NNG,2
책장,NNG,2
개끗,NNG,2
차가웁,NNG,2
부끄러웁,NNG,2
나많큼,NNG,2
솔잎,NNG,2
누이,NNG,2
밍숭,NNG,2
맹숭,NNG,2
두답두,NNG,2
닷다,NNG,2
통일,NNG,2
차창,NNG,2
하지,NNG,2
위스키,NNG,2
블루진,NNG,2
콜라,NNG,2
메모,NNG,2
인간사,NNG,2
미터,NNG,2
홑이불,NNG,2
시각,NNG,2
조미,NNG,2
뜬눈,NNG,2
냉기,NNG,2
효과,NNG,2
응석,NNG,2
동기,NNG,2
괘종시계,NNG,2
그만큼,NNG,2
플라타나스,NNG,2
목욕탕,NNG,2
정기,NNG,2
쌈장,NNG,2
빈대떡,NNG,2
선홍,NNG,2
머무룰순,NNG,2
실천,NNG,2
의무감,NNG,2
바이올린,NNG,2
베아트리체,NNG,2
메이네,NNG,2
인생살이,NNG,2
나무가지,NNG,2
짜,NNG,2
도련님,NNG,2
상투,NNG,2
할멈,NNG,2
의무,NNG,2
워예,NNG,2
디기리릭딕,NNG,2
니가라,NNG,2
니기리,NNG,2
최대,NNG,2
합석,NNG,2
고층,NNG,2
공허,NNG,2
아라비안,NNG,2
이야오야오예,NNG,2
각,NNG,2
랄랄라라라라라,NNG,2
큰맘,NNG,2
무덤가,NNG,2
굳바,NNG,2
설득,NNG,2
동굴,NNG,2
특징,NNG,2
본심,NNG,2
장식,NNG,2
나팔꽃,NNG,2
중간쯤,NNG,2
경계선,NNG,2
아일,NNG,2
두루루,NNG,2
처지,NNG,2
수업,NNG,2
시티,NNG,2
운전면허,NNG,2
구박,NNG,2
음치,NNG,2
협주곡,NNG,2
후리지아,NNG,2
뮤지션,NNG,2
독특,NNG,2
웨이브,NNG,2
폐배,NNG,2
천일,NNG,2
샤바,NNG,2
횡,NNG,2
이외,NNG,2
개의,NNG,2
장수,NNG,2
독사,NNG,2
허,NNG,2
이사,NNG,2
카푸치노,NNG,2
되내,NNG,2
개비,NNG,2
유희,NNG,2
소외감,NNG,2
비만,NNG,2
발톱,NNG,2
치키치키니,NNG,2
희비,NNG,2
랄랄라랄라라라라라,NNG,2
서로서로,NNG,2
밧줄,NNG,2
선착순,NNG,2
대담,NNG,2
세뇌,NNG,2
따스함,NNG,2
조롱,NNG,2
스포츠카,NNG,2
외도,NNG,2
행위,NNG,2
사정거리,NNG,2
면회,NNG,2
약혼,NNG,2
장판,NNG,2
더덕,NNG,2
워어,NNG,2
큰사랑,NNG,2
자주,NNG,2
워허,NNG,2
밥상,NNG,2
그깟나,NNG,2
하나님,NNG,2
악세사리,NNG,2
산속,NNG,2
노릇,NNG,2
외제,NNG,2
따귀,NNG,2
심연,NNG,2
인내,NNG,2
모델,NNG,2
본전,NNG,2
전성시대,NNG,2
도박,NNG,2
코코넛,NNG,2
합격자,NNG,2
발표,NNG,2
장애물,NNG,2
책가방,NNG,2
본,NNG,2
지폐,NNG,2
명함,NNG,2
눈썹,NNG,2
오헤이,NNG,2
헤이예,NNG,2
혼신,NNG,2
