form,tag,count
어,EC,55147
나,NP,36864
ᆫ,ETM,21973
의,JKG,20614
너,NP,19779
이,VCP,16940
ᆫ,JX,16394
는,ETM,15697
에,JKB,15461
이,JKS,15316
고,EC,14918
었,EP,14541
하,XSV,14424
을,JKO,14259
ᆯ,ETM,13302
ᆯ,JKO,12081
가,JKS,11053
사랑,NNG,10970
지,EC,10883
를,JKO,10356
도,JX,10131
은,ETM,8677
게,EC,8475
는,JX,8201
하,XSA,8128
어,EF,8025
거,NNB,7898
하,VV,7466
없,VA,7385
은,JX,7295
그,MM,6806
만,JX,6642
수,NNB,5905
주,VX,5774
던,ETM,5309
것,NNB,5236
그대,NP,5210
i,SL,5207
말,NNG,5060
어도,EC,4945
보,VX,4829
에게,JKB,4759
면,EC,4548
않,VX,4366
우리,NP,3986
되,VV,3943
하,VX,3926
보,VV,3899
들,XSN,3781
말,VX,3516
you,SL,3487
가,VV,3371
로,JKB,3240
있,VX,3239
을,ETM,3226
지,VX,3194
어요,EF,3186
어서,EC,3169
',SS,3000
이,MM,2959
마음,NNG,2937
다시,MAG,2917
때,NNG,2899
알,VV,2889
사람,NNG,2849
야,EF,2846
있,VA,2825
지만,EC,2796
겠,EP,2780
더,MAG,2743
기,ETN,2718
싶,VX,2716
오,VV,2609
처럼,JKB,2599
다,MAG,2594
한,MM,2495
모르,VV,2449
잊,VV,2441
같,VA,2440
속,NNG,2408
니,EC,2320
me,SL,2276
눈물,NNG,2272
날,NNG,2257
못,MAG,2190
있,VV,2171
떠나,VV,2087
맘,NNG,2078
너무,MAG,2050
으로,JKB,2024
버리,VX,2017
이제,NNG,2000
눈,NNG,1995
가,VX,1978
또,MAG,1952
가슴,NNG,1940
밤,NNG,1932
그렇,VA,1901
니,NP,1885
에서,JKB,1884
왜,MAG,1873
나,EC,1837
세상,NNG,1812
생각,NNG,1810
며,EC,1794
it,SL,1743
’,SSC,1731
살,VV,1717
어야,EC,1652
울,VV,1649
만나,VV,1644
까지,JX,1631
안,MAG,1625
좋,VA,1616
모습,NNG,1607
네,EC,1576
나,VV,1566
다,EC,1555
죠,EF,1540
my,SL,1528
the,SL,1517
아프,VA,1512
어요,EC,1505
이제,MAG,1504
번,NNB,1502
누구,NP,1488
는데,EC,1475
아니,VCN,1475
기다리,VV,1475
m,SL,1473
꿈,NNG,1424
oh,SL,1408
love,SL,1405
행복,NNG,1399
시간,NNG,1393
ᆯ까,EC,1368
하나,NR,1356
oh,SL,1350
모든,MM,1348
모두,MAG,1342
대,NNB,1328
t,SL,1303
기억,NNG,1292
아직,MAG,1261
웃,VV,1253
이,JKC,1247
이렇,VA,1246
네,EF,1209
하늘,NNG,1202
곁,NNG,1200
오늘,NNG,1197
없이,MAG,1196
s,SL,1195
지,EF,1187
함께,MAG,1172
위하,VV,1169
야,EC,1141
보이,VV,1130
길,NNG,1101
두,MM,1094
지금,MAG,1074
),SSC,1073
정말,MAG,1064
찾,VV,1064
(,SSO,1056
a,SL,1055
잘,MAG,1053
to,SL,1048
어디,NP,1045
노래,NNG,1024
와,JKB,1018
보다,JKB,1012
당신,NP,1004
baby,SL,1004
나,JC,982
부르,VV,981
you,SL,977
바람,NNG,972
ᆫ데,EC,971
라고,EC,971
뭐,NP,970
저,MM,967
슬프,VA,958
주,VV,953
라,EC,952
오,VX,946
었었,EP,943
추억,NNG,941
돌아오,VV,931
손,NNG,924
많,VA,924
보내,VV,922
싫,VA,920
아름답,VA,920
곳,NNG,914
일,NNG,912
흐르,VV,888
다고,EC,879
자꾸,MAG,878
하루,NNG,877
남,VV,871
그녀,NP,858
와,JC,856
끝,NNG,855
믿,VV,840
위,NNG,833
는지,EC,823
느끼,VV,822
란,ETM,803
라도,EC,796
그립,VA,796
못하,VX,795
on,SL,794
요,JX,792
ᆫ다,EC,788
그런,MM,785
순간,NNG,784
지나,VV,782
다면,EC,778
and,SL,778
잡,VV,774
떠나가,VV,772
up,SL,768
다른,MM,763
여자,NNG,763
ᆫ지,EC,755
이별,NNG,751
자,EC,750
바라보,VV,739
미치,VV,736
ᆫ가,EC,733
그냥,MAG,730
듣,VV,730
언제나,MAG,729
면서,EC,727
혼자,NNG,727
도록,EC,722
으면,EC,721
앞,NNG,719
남자,NNG,707
니까,EC,706
아,JKV,704
얘기,NNG,702
know,SL,702
어떻,VA,702
지우,VV,702
터,NNB,692
뿐,NNB,689
친구,NNG,689
in,SL,675
like,SL,673
되,XSV,672
들,VV,669
멀,VA,667
다,EF,666
소리,NNG,663
걷,VV,662
헤어지,VV,659
아,IC,654
be,SL,654
yeah,SL,654
야,JX,652
좀,MAG,651
ᆷ,ETN,648
둘,NR,647
이런,MM,646
별,NNG,635
안,VV,631
that,SL,627
멀리,MAG,624
과,JC,617
가,JKC,616
so,SL,614
바보,NNG,612
괜찮,VA,606
작,VA,604
얼굴,NNG,597
don,SL,597
여기,NP,596
외롭,VA,594
your,SL,593
la,SL,590
나,JX,588
ᆫ다,EF,587
을까,EC,580
처음,NNG,575
려,EC,571
변하,VV,570
어라,EC,568
버리,VV,568
내리,VV,563
힘들,VA,562
듯,NNB,561
부터,JX,556
때문,NNB,555
서,JKB,553
아무,MM,553
꽃,NNG,552
비,NNG,548
슬픔,NNG,548
원하,VV,545
다가,EC,539
나요,EF,537
많이,MAG,537
ᆫ다고,EC,533
서,VV,525
미소,NNG,524
뿐,JX,523
힘,NNG,522
ᆫ다면,EC,521
can,SL,519
남기,VV,519
영원히,MAG,517
멈추,VV,517
제발,MAG,515
go,SL,511
매일,MAG,510
이상,NNG,509
잖아,EF,508
is,SL,508
숨,NNG,505
후회,NNG,502
죽,VV,502
지키,VV,502
언제,NP,501
지치,VV,501
baby,SL,499
예쁘,VA,497
다는,ETM,493
안,NNG,490
항상,MAG,488
시,EP,486
지금,NNG,484
같이,MAG,483
미안,NNG,480
너무나,MAG,479
그것,NP,478
뜨,VV,477
뒤,NNG,475
받,VV,475
이름,NNG,474
쉬,VV,469
꼭,MAG,467
잠,NNG,465
마지막,NNG,462
쉽,VA,459
바라,VV,458
전,NNG,455
필요,NNG,455
채,NNB,452
영원,NNG,450
꺼,NNB,448
거리,NNG,446
두,VX,445
love,SL,444
머리,NNG,443
든,EC,442
가지,VV,437
상처,NNG,434
no,SL,434
줄,NNB,431
내,VX,426
언젠가,MAG,421
참,VV,421
크,VA,420
wanna,SL,419
hey,SL,418
yeah,SL,418
약속,NNG,417
쓰,VV,416
라면,EC,415
참,MAG,412
돌,VV,412
시작,NNG,410
we,SL,410
감,VV,408
은데,EC,407
빛,NNG,406
세월,NNG,406
for,SL,403
it,SL,403
그래,IC,402
re,SL,402
now,SL,402
라는,ETM,401
아픔,NNG,399
어떤,MM,398
girl,SL,398
다가오,VV,398
come,SL,397
두,VV,397
my,SL,395
단,MM,394
깊,VA,392
늘,MAG,391
눈빛,NNG,391
놓,VX,391
그저,MAG,389
지나가,VV,389
빠지,VV,387
향하,VV,387
홀로,MAG,386
살아가,VV,386
그때,NNG,384
만큼,NNB,381
마다,JX,379
가득,MAG,378
사라지,VV,377
씩,XSN,376
과,JKB,374
boy,SL,374
죠,EC,373
오,EC,372
데,NNB,371
따르,VV,371
가끔,MAG,367
이유,NNG,367
one,SL,367
내,VV,367
그리움,NNG,366
어느,MM,364
no,SL,363
what,SL,362
this,SL,361
나,VX,361
님,NNG,360
어리,VA,360
아침,NNG,359
몸,NNG,357
with,SL,356
get,SL,356
목소리,NNG,355
삶,NNG,354
do,SL,354
네요,EF,348
uh,SL,345
조금,NNG,344
ᆫ다는,ETM,342
이미,MAG,342
밉,VA,340
울리,VV,340
ᆯ까,EF,338
인생,NNG,337
기에,EC,336
조차,JX,336
바래,VV,336
얼마나,MAG,335
그만,MAG,335
그리,VV,334
어쩌,VV,332
웃음,NNG,331
불,VV,331
말,VV,331
무엇,NP,330
어떡하,VV,330
척,NNB,329
want,SL,329
길,VA,329
집,NNG,328
차갑,VA,328
자리,NNG,327
서로,MAG,326
흘리,VV,326
잃,VV,326
ᆯ지,EC,325
내일,NNG,325
걱정,NNG,322
피,VV,322
back,SL,321
i,SL,320
좋아하,VV,320
',SSC,319
그러,VV,317
하얗,VA,316
바로,MAG,315
오,IC,314
입술,NNG,314
으며,EC,313
이렇게,MAG,313
자신,NNG,313
타,VV,313
사이,NNG,310
뜨겁,VA,309
아무,NP,308
돌아가,VV,308
향기,NNG,306
서로,NNG,306
지,VV,305
달,NNG,304
아주,MAG,303
바다,NNG,303
두렵,VA,303
그,NP,302
나오,VV,301
스치,VV,300
거짓말,NNG,299
',SSO,299
이대로,MAG,298
끝나,VV,297
ᆯ래,EC,294
뛰,VV,294
조금,MAG,293
say,SL,293
돌아서,VV,293
uh,SL,292
let,SL,291
ah,SL,291
밖에,JX,290
하지만,MAJ,290
세요,EF,289
들리,VV,289
느낌,NNG,287
come,SL,287
적,NNB,286
그거,NP,286
eh,SL,286
이해,NNG,283
got,SL,283
we,SL,282
right,SL,280
ᆫ가,EF,279
빛나,VV,278
만들,VV,277
1,SN,276
just,SL,274
그대로,MAG,273
마저,JX,272
아래,NNG,272
어둠,NNG,272
기분,NNG,271
la,SL,271
품,NNG,270
need,SL,270
don,SL,270
치,VV,270
오,NR,269
혹시,MAG,268
u,SL,268
늦,VA,268
그,IC,265
make,SL,265
혼자,MAG,264
ll,SL,264
짓,VV,264
려고,EC,263
이야,JX,263
time,SL,263
이것,NP,262
오직,MAG,261
are,SL,260
오늘,MAG,258
안녕,IC,257
let,SL,257
스럽,XSA,257
아무리,MAG,255
a,SL,254
묻,VV,254
ᆯ래,EF,253
so,SL,252
모두,NNG,250
술,NNG,249
날,VV,249
고서,EC,248
미련,NNG,248
down,SL,248
ya,SL,248
무슨,MM,247
후,NNG,247
젖,VV,247
just,SL,246
ᆯ수록,EC,245
ᆸ니다,EF,245
all,SL,245
feel,SL,245
전화,NNG,244
걸,VV,244
이러,VV,244
네,MM,243
봄,NNG,243
애,NNG,243
구름,NNG,241
심장,NNG,241
앉,VV,241
대로,NNB,240
tell,SL,240
애쓰,VV,240
으니,EC,239
햇살,NNG,239
채우,VV,238
찾아오,VV,238
단,ETM,237
맞,VV,235
먹,VV,235
소중,XR,234
맞추,VV,231
만큼,JKB,230
견디,VV,230
흔들,VV,228
동안,NNG,226
롭,XSA,226
그리고,MAJ,225
숨기,VV,225
외로움,NNG,224
of,SL,224
나쁘,VA,224
열,VV,224
먼저,MAG,223
취하,VV,223
떠오르,VV,223
춤,NNG,222
비,VV,221
입,NNG,219
음악,NNG,219
night,SL,219
dumb,SL,219
듯,EC,218
잠시,MAG,218
ah,SL,218
중,NNB,217
여름,NNG,217
리,EC,216
나,EF,216
추,VV,215
대여,NNG,214
2,SN,214
떨리,VV,214
달콤,XR,214
남,NNG,213
지내,VV,213
ᆯ께,EC,212
멋지,VA,212
안기,VV,212
놓,VV,212
담,VV,212
bye,SL,211
다르,VA,211
어느새,MAG,210
계속,MAG,210
표정,NNG,210
good,SL,210
꾸,VV,210
어라,EF,209
잊히,VV,209
마치,MAG,208
수많,VA,208
이야기,NNG,207
bad,SL,207
비추,VV,207
흔들리,VV,206
달,VX,206
몰래,MAG,205
돈,NNG,205
쯤,XSN,205
아무것,NNG,204
태어나,VV,204
안녕,NNG,203
gonna,SL,203
음,ETN,202
새,NNG,202
떨어지,VV,202
사,VV,202
ᆯ게,EC,201
니,MM,201
전부,NNG,201
달리,VV,201
몇,MM,200
heart,SL,200
갖,VV,200
파도,NNG,199
시절,NNG,199
stop,SL,198
태양,NNG,197
more,SL,197
give,SL,197
ooh,SL,197
u,SL,197
놀,VV,196
내,MM,195
고맙,VA,195
자,VV,195
감추,VV,195
년,NNB,194
옆,NNG,194
day,SL,194
돌리,VV,193
날아가,VV,193
우우우,MAG,192
의미,NNG,192
준비,NNG,192
girl,SL,192
life,SL,191
새롭,VA,191
어렵,VA,191
오래,MAG,190
절대,MAG,190
따위,NNB,189
해,NNG,189
away,SL,189
hot,SL,189
곱,VA,189
그래도,MAJ,188
겨울,NNG,188
원,NNG,188
what,SL,188
으려,EC,187
hey,SL,186
짧,VA,186
닮,VV,185
님,XSN,185
밖,NNG,184
ooh,SL,184
이란,JX,183
아마,MAG,183
never,SL,183
어둡,VA,183
전하,VV,183
거울,NNG,182
생각나,VV,182
닿,VV,182
차라리,MAG,181
불,NNG,180
흘러가,VV,180
감싸,VV,180
그날,NNG,179
용서,NNG,179
설레,VV,178
대답,NNG,177
이거,NP,176
이루,VV,176
간직,NNG,175
아이,NNG,175
고개,NNG,175
why,SL,175
나누,VV,175
어깨,NNG,173
눈부시,VA,173
어쩌면,MAG,172
딱,MAG,172
어제,NNG,172
기쁨,NNG,172
걸음,NNG,172
out,SL,172
na,SL,172
으니까,EC,171
미래,NNG,171
푸르,VA,171
차,VV,171
yo,SL,170
나가,VV,170
듯이,NNB,169
고백,NNG,169
일,NR,169
때로,MAG,168
가을,NNG,168
운명,NNG,168
다음,NNG,168
아니,IC,167
기도,NNG,167
get,SL,167
밝,VA,167
리라,EC,166
발,NNG,166
미워하,VV,166
붙잡,VV,166
요,EC,165
do,SL,165
about,SL,165
음,IC,164
not,SL,164
잃어버리,VV,164
만드,VV,164
소,EC,162
기대,VV,162
예,IC,161
점점,MAG,161
ma,SL,161
따뜻,XR,161
듯이,EC,160
예전,NNG,160
바꾸,VV,160
예요,EF,159
막,VV,159
여,JKV,158
그리,MAG,158
문,NNG,158
at,SL,158
아끼,VV,158
니,NNG,157
still,SL,157
ring,SL,157
돌아보,VV,157
빨리,MAG,156
거기,NP,156
달래,VV,156
마시,VV,156
어야지,EC,155
벌써,MAG,155
계절,NNG,155
자유,NNG,155
pop,SL,155
똑같,VA,155
ᆫ단,ETM,154
영화,NNG,154
터지,VV,154
파,VV,154
꿈꾸,VV,154
아냐,IC,153
boom,SL,153
대신,NNG,152
아쉽,VA,152
가져가,VV,152
가까이,MAG,151
러,EC,150
워,IC,149
가장,MAG,149
위로,NNG,149
like,SL,149
바쁘,VA,149
묻,VV,149
무너지,VV,149
이여,JKV,148
이리,MAG,148
아무런,MM,148
높,VA,148
마주치,VV,148
을까,EF,147
한숨,NNG,147
put,SL,147
머물,VV,147
우연히,MAG,146
왠지,MAG,146
용기,NNG,146
all,SL,146
lonely,SL,145
일어나,VV,145
날리,VV,145
어,IC,144
way,SL,144
잠들,VV,144
소리치,VV,143
뭐,IC,142
태우,VV,142
프,VX,142
그래서,MAJ,141
but,SL,141
높이,MAG,140
저,NP,140
힘겹,VA,140
숨,VV,140
나요,EC,139
그림자,NNG,139
만남,NNG,139
이,NNG,139
부족,NNG,139
놈,NNB,138
정,NNG,138
see,SL,138
da,SL,138
적,XSN,138
여,EC,137
you,SL,137
즐겁,VA,137
헤매,VV,137
망설이,VV,137
놓치,VV,137
야,JKV,136
더욱,MAG,136
화,NNG,136
can,SL,136
피하,VV,136
익숙,XR,136
냐고,EC,135
여인,NNG,135
편지,NNG,135
연인,NNG,135
only,SL,135
모이,VV,135
땜,NNB,134
낙엽,NNG,134
깨,VV,134
달빛,NNG,133
진실,NNG,133
방,NNG,133
쌓이,VV,133
마르,VV,133
가리,VV,133
쓸쓸,XR,133
물,NNG,132
대,NNG,132
say,SL,132
한마디,NNG,131
사진,NNG,131
상상,NNG,131
ha,SL,131
dance,SL,131
3,SN,131
걸어가,VV,131
적시,VV,131
속삭이,VV,131
어서,MAG,130
온,MM,130
불빛,NNG,130
너와,NNG,130
마디,NNG,130
잔,NNG,130
창,NNG,130
서럽,VA,130
깊이,MAG,129
now,SL,128
는가,EC,127
대로,JX,127
여전히,MAG,127
기대,NNG,127
ᆯ게요,EF,126
도대체,MAG,126
꽃잎,NNG,126
나,NNG,126
편하,VA,126
넘,VV,126
엄마,NNG,125
야,NNG,125
욕심,NNG,125
lie,SL,125
and,SL,125
call,SL,125
boy,SL,125
입,VV,125
귀,NNG,124
포기,NNG,124
but,SL,124
생기,VV,124
ᆫ가요,EF,123
forever,SL,123
달려가,VV,123
답,XSA,123
같이,JKB,122
말없이,MAG,122
목,NNG,122
반,NNG,122
겁,NNG,122
tonight,SL,122
빨갛,VA,122
잊어버리,VV,122
다가가,VV,122
더라도,EC,121
어차피,MAG,121
텅,MAG,121
again,SL,121
crazy,SL,121
어머,IC,120
over,SL,120
낯설,VA,120
오오오,IC,119
날개,NNG,119
커지,VV,119
맴돌,VV,119
외치,VV,119
초라,XR,119
그렇게,MAG,118
sorry,SL,118
nobody,SL,118
달라지,VV,118
ᆫ,Z_CODA,118
서,JKS,117
인사,NNG,117
정신,NNG,117
불안,NNG,117
huh,SL,117
던지,VV,117
벗어나,VV,117
머,NP,116
boom,SL,116
me,SL,116
빌,VV,116
대,XPN,116
반복,NNG,115
파랗,VA,115
꺼내,VV,115
곤,EC,114
땅,NNG,114
song,SL,114
one,SL,114
막히,VV,114
옛날,NNG,113
woo,SL,113
4,SN,113
춤추,VV,113
that,SL,112
째,XSN,112
랑,JKB,111
전부,MAG,111
오르,VV,111
그리워하,VV,111
라서,EC,110
옷,NNG,110
장미,NNG,110
부탁,NNG,110
영혼,NNG,110
have,SL,110
bo,SL,110
peep,SL,110
들,VX,110
정말로,MAG,109
한번,MAG,109
편히,MAG,109
오랜,MM,109
배,NNG,109
산,NNG,109
나이,NNG,109
고민,NNG,109
무어,NP,109
mine,SL,109
o,SL,109
cry,SL,109
꺼지,VV,109
놀라,VV,109
움직이,VV,109
어색,XR,109
근데,MAJ,108
가슴속,NNG,108
mr,SL,108
기쁘,VA,108
우,IC,107
새,MM,107
선물,NNG,107
시선,NNG,107
man,SL,107
fly,SL,107
옛,MM,106
진심,NNG,106
라라,NNP,106
change,SL,106
약하,VA,106
흩어지,VV,106
거짓,NNG,105
gotta,SL,105
dot,SL,105
못나,VV,105
자고,EC,104
살며시,MAG,104
잘못,MAG,104
문득,MAG,104
감정,NNG,104
s,SL,104
on,SL,104
까맣,VA,104
피어나,VV,104
쏟아지,VV,104
마주,MAG,103
이제야,MAG,103
내,NNB,103
뒷모습,NNG,103
body,SL,103
high,SL,103
희미,XR,103
ᆯ까요,EF,102
외면,NNG,102
t,SL,102
in,SL,102
반짝이,VV,102
이별,NNP,101
woo,SL,101
this,SL,101
넓,VA,101
슬퍼하,VV,101
한,XPN,101
냐,EC,100
이나,JX,100
진짜,MAG,100
첫,MM,100
빗물,NNG,100
피우,VV,100
냐,EF,99
이서,JKS,99
종일,NNG,99
mind,SL,99
tell,SL,99
젊,VA,99
넘치,VV,99
갇히,VV,99
잖아요,EF,98
처음,MAG,98
분,NNB,98
새벽,NNG,98
현실,NNG,98
사실,NNG,98
`,SW,98
깨우,VV,98
걸리,VV,98
가만히,MAG,97
소녀,NNG,97
인연,NNG,97
다짐,NNG,97
주위,NNG,97
too,SL,97
뒤돌,VV,97
한없이,MAG,96
think,SL,96
go,SL,96
달라,VV,96
지르,VV,96
세,EC,95
끝내,MAG,95
사실,MAG,95
잘못,NNG,95
everybody,SL,95
touch,SL,95
dad,SL,95
삼키,VV,95
언제,MAG,94
멋대로,MAG,94
e,SL,94
만지,VV,94
별빛,NNG,93
고향,NNG,93
안개,NNG,93
밤하늘,NNG,93
천,NR,93
will,SL,93
every,SL,93
부서지,VV,93
설레이,VV,93
다그,VV,93
빼,VV,93
ᆯ께,EF,92
희망,NNG,92
장난,NNG,92
천사,NNG,92
서울,NNP,92
believe,SL,92
아무렇,VA,92
끝내,VV,92
찾아가,VV,92
만,NNB,91
지,NNB,91
이슬,NNG,91
눈동자,NNG,91
keep,SL,91
rock,SL,91
시리,VA,91
켜,VV,91
이기,VV,91
조용히,MAG,90
light,SL,90
there,SL,90
hot,SL,90
비치,VV,90
훔치,VV,90
요,MM,89
송이,NNG,89
맘속,NNG,89
기회,NNG,89
when,SL,89
철없,VA,89
비우,VV,89
속이,VV,89
또,MAJ,88
수,NNG,88
차,NNG,88
here,SL,88
make,SL,88
bye,SL,88
괴롭,VA,88
새기,VV,88
따라,JX,87
그토록,MAG,87
결국,MAG,87
나라,NNG,87
창가,NNG,87
밥,NNG,87
how,SL,87
수줍,VA,87
즐기,VV,87
모자라,VV,87
떠올리,VV,87
결국,NNG,86
cause,SL,86
맑,VA,86
바치,VV,86
쓰러지,VV,86
어울리,VV,86
별,MM,85
오빠,NNG,85
매력,NNG,85
착각,NNG,85
world,SL,85
yes,SL,85
the,SL,85
e,SL,85
다니,VV,85
불어오,VV,85
제,XPN,85
든지,EC,84
역시,MAG,84
발걸음,NNG,84
평생,NNG,84
방황,NNG,84
run,SL,84
name,SL,84
zu,SL,84
착하,VA,84
데려가,VV,84
아아,IC,83
노을,NNG,83
귓가,NNG,83
지켜보,VV,83
버티,VV,83
끌리,VV,83
괜히,MAG,82
어른,NNG,82
hands,SL,82
from,SL,82
without,SL,82
떼,VV,82
모으,VV,82
ᆫ대도,EC,81
든,ETM,81
끝없이,MAG,81
천천히,MAG,81
훗날,NNG,81
관심,NNG,81
true,SL,81
better,SL,81
대,VV,81
배우,VV,81
쳐다보,VV,81
구나,EC,80
세,MM,80
리,NNB,80
아가씨,NNG,80
잎,NNG,80
아,NNG,80
원망,NNG,80
눈길,NNG,80
표현,NNG,80
선택,NNG,80
네,NNG,80
fine,SL,80
dance,SL,80
shake,SL,80
da,SL,80
들어가,VV,80
고이,VV,80
대,VX,80
건,EC,79
ᆯ게,EF,79
창문,NNG,79
다리,NNG,79
눈치,NNG,79
밝히,VV,79
대하,VV,79
맡기,VV,79
는다,EF,78
ᆯ께요,EF,78
야,IC,78
첫사랑,NNG,78
비밀,NNG,78
요즘,NNG,78
탓,NNG,78
손길,NNG,78
노력,NNG,78
흔적,NNG,78
이,NP,78
two,SL,78
babe,SL,78
가르치,VV,78
서두르,VV,78
네,XSN,78
젊음,NNG,77
환상,NNG,77
자존심,NNG,77
랄랄라,NNP,77
by,SL,77
why,SL,77
em,SL,77
ding,SL,77
눕,VV,77
막,MAG,76
신,NNG,76
goodbye,SL,76
new,SL,76
r,SL,76
look,SL,76
fire,SL,76
조그맣,VA,76
달콤하,VA,76
맺히,VV,76
드리,VV,76
나타나,VV,76
머무르,VV,76
온통,MAG,75
아예,MAG,75
그러나,MAJ,75
마음속,NNG,75
도시,NNG,75
please,SL,75
goodbye,SL,75
call,SL,75
sexy,SL,75
du,SL,75
다치,VV,75
더니,EC,74
저기,IC,74
너머,NNG,74
시,NNG,74
한참,NNG,74
y,SL,74
give,SL,74
whoo,SL,74
care,SL,74
귀엽,VA,74
건너,VV,74
닦,VV,74
되돌리,VV,74
리듬,NNG,73
매일,NNG,73
take,SL,73
춥,VA,73
차리,VV,73
들려오,VV,73
지나치,VV,73
ᆷ,EC,72
대체,MAG,72
담배,NNG,72
강물,NNG,72
누나,NNG,72
말투,NNG,72
bam,SL,72
붉,VA,72
흔하,VA,72
식,VV,72
않,VV,72
으면서,EC,71
진정,MAG,71
발길,NNG,71
연기,NNG,71
바닷가,NNG,71
얼마,NNG,71
부담,NNG,71
little,SL,71
show,SL,71
when,SL,71
much,SL,71
무섭,VA,71
지겹,VA,71
올리,VV,71
새,VV,71
ᆷ,EF,70
하,IC,70
딴,MM,70
다정,NNG,70
소식,NNG,70
낮,NNG,70
파,NNG,70
숨결,NNG,70
존재,NNG,70
완벽,NNG,70
lady,SL,70
물들,VV,70
묻히,VV,70
건네,VV,70
답답,XR,70
ᆸ니다,EC,69
으려고,EC,69
절대로,MAG,69
답,NNG,69
라라라라,NNP,69
라,NNP,69
d,SL,69
빠르,VA,69
상관없,VA,69
품,VV,69
아파하,VV,69
에요,EF,68
아하,IC,68
께,JKB,68
든,JX,68
어쩜,MAG,68
우,NNG,68
예감,NNG,68
감사,NNG,68
party,SL,68
alright,SL,68
커다랗,VA,68
살아오,VV,68
녹,VV,68
길래,EC,67
대,EF,67
어쩌다,MAG,67
이토록,MAG,67
가지,NNB,67
우산,NNG,67
과거,NNG,67
믿음,NNG,67
허락,NNG,67
kiss,SL,67
bring,SL,67
back,SL,67
ye,SL,67
du,SL,67
10,SN,67
부드럽,VA,67
서글프,VA,67
끄,VV,67
타오르,VV,67
퍼지,VV,67
끊,VV,67
털,VV,67
갑자기,MAG,66
부디,MAG,66
청춘,NNG,66
뜻,NNG,66
무릎,NNG,66
cool,SL,66
some,SL,66
girls,SL,66
희,VA,66
흐리,VA,66
애타,VV,66
따,VV,66
헤매이,VV,66
접,VV,66
씻,VV,66
싸우,VV,66
거나,EC,65
자,EF,65
가득히,MAG,65
시,NNB,65
팔,NNG,65
실수,NNG,65
잠시,NNG,65
사랑해,NNP,65
good,SL,65
pretty,SL,65
miss,SL,65
bang,SL,65
반기,VV,65
돌이키,VV,65
열리,VV,65
가두,VV,65
따스,XR,65
을지,EC,64
에,JKG,64
살짝,MAG,64
꿈속,NNG,64
bounce,SL,64
rollin,SL,64
검,VA,64
따라오,VV,64
펴,VV,64
하루하루,MAG,63
주,NNG,63
동네,NNG,63
or,SL,63
every,SL,63
break,SL,63
heart,SL,63
ba,SL,63
가볍,VA,63
담기,VV,63
려나,EC,62
을래,EF,62
아,MAG,62
잠깐,MAG,62
죄,NNG,62
사연,NNG,62
고독,NNG,62
아쉬움,NNG,62
화장,NNG,62
l,SL,62
booty,SL,62
hip,SL,62
cream,SL,62
가깝,VA,62
거닐,VV,62
밀려오,VV,62
괴롭히,VV,62
멀어지,VV,62
무,XPN,62
끼리,XSN,62
이제,IC,61
쿵,MAG,61
지난,MM,61
변,NNG,61
맹세,NNG,61
멋,NNG,61
저녁,NNG,61
시계,NNG,61
문제,NNG,61
열,NR,61
백,NR,61
was,SL,61
ready,SL,61
c,SL,61
up,SL,61
through,SL,61
pick,SL,61
소용없,VA,61
깨지,VV,61
부딪히,VV,61
택하,VV,61
웃기,VV,61
활짝,MAG,60
혹시나,MAG,60
어제,MAG,60
그림,NNG,60
밑,NNG,60
진짜,NNG,60
이곳,NP,60
take,SL,60
am,SL,60
sky,SL,60
how,SL,60
ma,SL,60
이쁘,VA,60
안타깝,VA,60
내버리,VV,60
싣,VV,60
비키,VV,60
밟,VV,60
바뀌,VV,60
되,XSA,60
못다,MAG,59
키,NNG,59
세계,NNG,59
촛불,NNG,59
money,SL,59
step,SL,59
ho,SL,59
lolli,SL,59
깨닫,VV,59
화려,XR,59
더라,EC,58
은지,EC,58
보다,MAG,58
짓,NNG,58
여행,NNG,58
며칠,NNG,58
오,NNP,58
자기,NP,58
always,SL,58
pain,SL,58
time,SL,58
look,SL,58
hello,SL,58
‘,SSO,58
부시,VA,58
내밀,VV,58
자라,VV,58
인하,VV,58
솔직,XR,58
짜릿,XR,58
쟁이,XSN,58
ᆯ로,JKB,57
제일,MAG,57
여,MM,57
무지개,NNG,57
마리아,NNG,57
고통,NNG,57
우연,NNG,57
랄라라,NNP,57
everybody,SL,57
falling,SL,57
shake,SL,57
pop,SL,57
궁금하,VA,57
뻔하,VA,57
띄우,VV,57
얻,VV,57
그치,VV,57
궁금,XR,57
개,NNB,56
사나이,NNG,56
정도,NNG,56
예,NNG,56
우울,NNG,56
소용,NNG,56
키스,NNG,56
music,SL,56
yo,SL,56
ain,SL,56
stop,SL,56
fly,SL,56
illa,SL,56
twit,SL,56
잘나,VA,56
밤새,VV,56
허전,XR,56
으리,EC,55
을께,EF,55
솔직히,MAG,55
가로등,NNG,55
기,NNG,55
결혼,NNG,55
뺨,NNG,55
벽,NNG,55
무대,NNG,55
연락,NNG,55
라라라,NNP,55
sexy,SL,55
hold,SL,55
said,SL,55
really,SL,55
gimme,SL,55
wake,SL,55
거칠,VA,55
부럽,VA,55
부리,VV,55
숙이,VV,55
래도,EC,54
라며,EC,54
원래,MAG,54
꽉,MAG,54
볼,NNG,54
지난날,NNG,54
만,NR,54
love,SL,54
tonight,SL,54
mess,SL,54
if,SL,54
