word,type,count,language
하다,Verb,20025,kr
을,Josa,14657,kr
에,Josa,13506,kr
이,Josa,13038,kr
너,Noun,11933,kr
내,Noun,11651,kr
사랑,Noun,11373,kr
의,Josa,10547,kr
가,Josa,10351,kr
나,Noun,10171,kr
없다,Adjective,7831,kr
있다,Adjective,7717,kr
를,Josa,7484,kr
I,Eng,7082,en
는,Josa,6995,kr
은,Josa,6888,kr
you,Eng,6258,en
그대,Noun,6149,kr
도,Josa,6147,kr
보다,Verb,6012,kr
그,Noun,5779,kr
말,Noun,5453,kr
난,Noun,5419,kr
날,Noun,5389,kr
me,Eng,4358,en
수,Noun,4041,kr
들,Suffix,3712,kr
않다,Verb,3650,kr
널,Noun,3622,kr
the,Eng,3448,en
만,Josa,3410,kr
be,Eng,3318,en
우리,Noun,3227,kr
it,Eng,3204,en
my,Eng,3176,en
것,Noun,3166,kr
나르다,Verb,3060,kr
마음,Noun,3041,kr
이,Noun,2886,kr
사람,Noun,2812,kr
love,Eng,2810,en
더,Noun,2713,kr
Im,Eng,2702,en
Oh,Eng,2684,en
oh,Eng,2660,en
이,Determiner,2646,kr
잊다,Verb,2610,kr
싶다,Verb,2549,kr
다시,Noun,2532,kr
네,Noun,2527,kr
가다,Verb,2478,kr
같다,Adjective,2448,kr
버리다,Verb,2426,kr
처럼,Josa,2410,kr
다,Adverb,2407,kr
모르다,Verb,2404,kr
그렇다,Adjective,2373,kr
되다,Verb,2348,kr
눈물,Noun,2339,kr
내다,Verb,2327,kr
오다,Verb,2308,kr
to,Eng,2256,en
속,Noun,2236,kr
니,Noun,2211,kr
a,Eng,2202,en
이제,Noun,2189,kr
로,Josa,2177,kr
떠나다,Verb,2171,kr
때,Noun,2088,kr
맘,Noun,2016,kr
걸,Noun,1974,kr
눈,Noun,1962,kr
또,Noun,1955,kr
으로,Josa,1949,kr
가슴,Noun,1931,kr
너무,Adverb,1883,kr
밤,Noun,1867,kr
넌,Noun,1855,kr
세상,Noun,1834,kr
생각,Noun,1820,kr
baby,Eng,1796,en
왜,Noun,1795,kr
못,VerbPrefix,1789,kr
알다,Verb,1765,kr
아니다,Adjective,1739,kr
와,Josa,1732,kr
모습,Noun,1717,kr
아,Josa,1704,kr
에서,Josa,1683,kr
해,Noun,1667,kr
아프다,Adjective,1650,kr
젠,Noun,1648,kr
모두,Noun,1642,kr
like,Eng,1620,en
You,Eng,1606,en
고,Josa,1596,kr
지금,Noun,1589,kr
하나,Noun,1563,kr
좋다,Adjective,1559,kr
and,Eng,1542,en
on,Eng,1538,en
돼다,Verb,1538,kr
한,Josa,1537,kr
up,Eng,1524,en
기다리다,Verb,1516,kr
에게,Josa,1487,kr
know,Eng,1482,en
꿈,Noun,1441,kr
시간,Noun,1435,kr
get,Eng,1418,en
yeah,Eng,1398,en
어떻다,Adjective,1375,kr
못,Noun,1368,kr
알,Noun,1364,kr
게,Josa,1360,kr
in,Eng,1348,en
이렇게,Adverb,1327,kr
나다,Verb,1324,kr
주다,Verb,1305,kr
까지,Josa,1304,kr
곁,Noun,1273,kr
야,Josa,1263,kr
go,Eng,1256,en
만나다,Verb,1256,kr
that,Eng,1254,en
들다,Verb,1250,kr
기억,Noun,1225,kr
so,Eng,1220,en
your,Eng,1214,en
대다,Verb,1208,kr
오늘,Noun,1206,kr
없이,Adverb,1195,kr
엔,Josa,1172,kr
내,Determiner,1168,kr
해주다,Verb,1163,kr
웃다,Verb,1147,kr
슬프다,Adjective,1146,kr
하늘,Noun,1143,kr
정말,Noun,1105,kr
행복하다,Adjective,1097,kr
곳,Noun,1093,kr
dont,Eng,1090,en
하고,Josa,1088,kr
찾다,Verb,1085,kr
저,Noun,1081,kr
안,Noun,1077,kr
모든,Noun,1073,kr
당신,Noun,1053,kr
la,Eng,1050,en
함께,Adverb,1043,kr
바람,Noun,1016,kr
이별,Noun,1004,kr
혼자,Noun,994,kr
나,Josa,992,kr
추억,Noun,992,kr
보내다,Verb,985,kr
이야,Josa,978,kr
말다,Verb,977,kr
돌아오다,Verb,974,kr
보고,Noun,965,kr
아름답다,Adjective,964,kr
이다,Verb,955,kr
살다,Verb,941,kr
많다,Adjective,938,kr
떠나가다,Verb,934,kr
노래,Noun,930,kr
손,Noun,927,kr
그렇게,Adverb,926,kr
길,Noun,919,kr
흐르다,Verb,908,kr
자다,Verb,908,kr
영원하다,Adjective,895,kr
하루,Noun,892,kr
Baby,Eng,890,en
we,Eng,890,en
이렇다,Adjective,885,kr
울다,Verb,884,kr
건,Noun,880,kr
위해,Noun,880,kr
서,Josa,876,kr
no,Eng,874,en
싫다,Adjective,871,kr
wanna,Eng,870,en
come,Eng,870,en
그립다,Adjective,867,kr
과,Josa,861,kr
믿다,Verb,855,kr
순간,Noun,853,kr
거야,Eomi,848,kr
한번,Noun,847,kr
끝,Noun,842,kr
남다,Verb,831,kr
Love,Eng,814,en
now,Eng,814,en
하지만,Conjunction,813,kr
for,Eng,808,en
줄,Noun,802,kr
위,Noun,798,kr
보다,Josa,797,kr
두다,Verb,796,kr
do,Eng,794,en
Yeah,Eng,790,en
게,Noun,790,kr
요,Josa,783,kr
언제나,Adverb,767,kr
아직,Adverb,767,kr
그녀,Noun,766,kr
바라보다,Verb,766,kr
우린,Noun,759,kr
with,Eng,758,en
거,Noun,755,kr
다른,Noun,755,kr
어디,Noun,746,kr
this,Eng,742,en
멀리,Noun,739,kr
느끼다,Verb,733,kr
boy,Eng,722,en
girl,Eng,720,en
tell,Eng,718,en
그냥,Noun,713,kr
그,Determiner,712,kr
오,Noun,711,kr
say,Eng,710,en
지,Josa,708,kr
라,Josa,706,kr
면,Josa,706,kr
one,Eng,700,en
불다,Verb,694,kr
뒤,Noun,693,kr
뿐,Noun,690,kr
what,Eng,688,en
누구,Noun,687,kr
want,Eng,686,en
살,Noun,685,kr
되어다,Verb,684,kr
No,Eng,682,en
쉬다,Verb,681,kr
Hey,Eng,680,en
My,Eng,680,en
uh,Eng,678,en
앞,Noun,675,kr
뭐,Noun,674,kr
변하다,Adjective,671,kr
원하다,Adjective,671,kr
처음,Noun,670,kr
한,Determiner,664,kr
두,Noun,661,kr
feel,Eng,656,en
Ah,Eng,652,en
서로,Noun,650,kr
걸다,Verb,650,kr
아,Exclamation,645,kr
여,Josa,639,kr
그때,Noun,639,kr
번,Noun,639,kr
아무,Noun,635,kr
친구,Noun,635,kr
우,Adverb,630,kr
여자,Noun,630,kr
일,Noun,629,kr
back,Eng,628,en
괜찮다,Adjective,624,kr
얼굴,Noun,621,kr
작다,Adjective,616,kr
ah,Eng,616,en
ya,Eng,610,en
해도,Noun,609,kr
자꾸,Noun,609,kr
헤어지다,Verb,609,kr
미치다,Adjective,608,kr
얘기,Noun,608,kr
슬픔,Noun,607,kr
보이다,Verb,607,kr
볼,Noun,604,kr
마,Noun,603,kr
지우다,Verb,600,kr
소리,Noun,594,kr
make,Eng,590,en
just,Eng,586,en
바보,Noun,586,kr
언제,Noun,579,kr
해보다,Verb,579,kr
Its,Eng,578,en
need,Eng,576,en
can,Eng,572,en
울,Noun,569,kr
부르다,Verb,565,kr
나나,Noun,564,kr
차다,Verb,561,kr
꽃,Noun,560,kr
갈다,Verb,560,kr
힘들다,Adjective,556,kr
거리,Noun,556,kr
때문,Noun,555,kr
Uh,Eng,554,en
인,Josa,554,kr
비,Noun,554,kr
미소,Noun,554,kr
둘,Noun,554,kr
그리다,Verb,553,kr
right,Eng,550,en
별,Noun,545,kr
We,Eng,544,en
time,Eng,542,en
마지막,Noun,541,kr
이란,Josa,539,kr
아직도,Adverb,537,kr
매일,Noun,536,kr
Dont,Eng,534,en
let,Eng,532,en
down,Eng,530,en
항상,Noun,526,kr
지키다,Verb,526,kr
잡다,Verb,524,kr
안,VerbPrefix,521,kr
래,Josa,520,kr
제발,Noun,517,kr
많이,Adverb,514,kr
Just,Eng,514,en
여기,Noun,511,kr
지치다,Verb,511,kr
좀,Noun,509,kr
all,Eng,508,en
cant,Eng,508,en
Come,Eng,508,en
미안하다,Adjective,506,kr
night,Eng,506,en
멈추다,Verb,504,kr
만을,Josa,502,kr
남자,Noun,502,kr
멀다,Adjective,500,kr
조금,Noun,500,kr
da,Eng,498,en
채,Noun,495,kr
So,Eng,494,en
예쁘다,Adjective,489,kr
다시다,Verb,487,kr
of,Eng,486,en
na,Eng,486,en
수가,Noun,483,kr
나오다,Verb,480,kr
지다,Verb,476,kr
이름,Noun,473,kr
뜨다,Verb,471,kr
빛,Noun,469,kr
U,Eng,466,en
꼭,Noun,460,kr
향,Noun,459,kr
내리다,Verb,457,kr
서다,Verb,456,kr
기다,Verb,454,kr
안다,Verb,454,kr
후회,Noun,453,kr
따르다,Verb,452,kr
안녕,Noun,451,kr
세월,Noun,450,kr
받다,Verb,444,kr
순,Noun,442,kr
라도,Josa,440,kr
살아가다,Verb,439,kr
듯,Noun,438,kr
부터,Josa,437,kr
무엇,Noun,436,kr
전,Noun,433,kr
놓다,Verb,429,kr
A,Eng,428,en
away,Eng,428,en
너무나,Adverb,426,kr
more,Eng,426,en
약속,Noun,424,kr
good,Eng,422,en
Ill,Eng,422,en
눈빛,Noun,422,kr
life,Eng,420,en
at,Eng,418,en
bad,Eng,418,en
만들다,Verb,418,kr
깊다,Adjective,417,kr
멀어지다,Verb,417,kr
its,Eng,416,en
아무,Modifier,416,kr
상처,Noun,416,kr
바라다,Verb,415,kr
i,Eng,414,en
돌아서다,Verb,413,kr
돌다,Verb,413,kr
Lets,Eng,412,en
dance,Eng,412,en
워,Noun,412,kr
그저,Adverb,411,kr
외롭다,Adjective,409,kr
사라지다,Verb,409,kr
다가오다,Verb,408,kr
두,Determiner,407,kr
bye,Eng,406,en
하,Suffix,406,kr
라고,Josa,405,kr
위로,Noun,405,kr
인데,Josa,404,kr
좋아하다,Adjective,401,kr
언젠가,Adverb,400,kr
아픔,Noun,400,kr
어리다,Verb,398,kr
니까,Josa,396,kr
머리,Noun,395,kr
홀로,Noun,394,kr
늘,Noun,393,kr
day,Eng,392,en
에도,Josa,391,kr
La,Eng,390,en
숨,Noun,390,kr
give,Eng,382,en
그리움,Noun,382,kr
지나가다,Verb,382,kr
시작,Noun,381,kr
누가,Noun,377,kr
never,Eng,376,en
heart,Eng,376,en
아침,Noun,376,kr
하얗다,Adjective,375,kr
애,Noun,375,kr
Hot,Eng,374,en
eh,Eng,374,en
뛰다,Verb,374,kr
걷다,Verb,374,kr
뿐,Suffix,372,kr
마다,Josa,370,kr
내겐,Noun,369,kr
가끔,Noun,369,kr
이유,Noun,367,kr
stop,Eng,366,en
gonna,Eng,366,en
이상,Noun,365,kr
Get,Eng,364,en
죽다,Verb,363,kr
흘리다,Verb,363,kr
Girl,Eng,362,en
힘,Noun,362,kr
만의,Josa,359,kr
얼마나,Noun,359,kr
내일,Noun,359,kr
인생,Noun,359,kr
why,Eng,358,en
온,Noun,357,kr
그날,Noun,357,kr
같이,Adverb,355,kr
뜨겁다,Adjective,351,kr
바,Noun,351,kr
not,Eng,350,en
혹시,Noun,349,kr
Do,Eng,348,en
단,Noun,348,kr
행복,Noun,348,kr
말고,Josa,347,kr
hey,Eng,346,en
웃음,Noun,345,kr
지나다,Verb,345,kr
듣다,Verb,345,kr
Ooh,Eng,342,en
에는,Josa,342,kr
이미,Adverb,338,kr
빠지다,Verb,337,kr
Zu,Eng,336,en
모든,Modifier,331,kr
울리다,Verb,331,kr
라라라,Noun,330,kr
yo,Eng,328,en
Youre,Eng,328,en
스치다,Verb,328,kr
끝나다,Verb,327,kr
걱정,Noun,326,kr
잃다,Verb,326,kr
준,Noun,325,kr
땐,Noun,325,kr
이대로,Adverb,324,kr
돌아가다,Verb,324,kr
가지다,Verb,323,kr
소중하다,Adjective,322,kr
out,Eng,320,en
지난,Noun,320,kr
pop,Eng,316,en
몸,Noun,316,kr
잠,Noun,314,kr
밖에,Josa,313,kr
새,Noun,313,kr
참다,Verb,313,kr
still,Eng,312,en
u,Eng,312,en
그대로,Noun,312,kr
두렵다,Adjective,310,kr
Ring,Eng,310,en
look,Eng,308,en
너,Modifier,308,kr
목소리,Noun,308,kr
척,Noun,307,kr
그게,Noun,307,kr
see,Eng,306,en
바다,Noun,306,kr
아주,Noun,303,kr
예,Noun,303,kr
그래도,Adverb,301,kr
이여,Josa,301,kr
어둠,Noun,300,kr
바로,Noun,300,kr
남아,Noun,299,kr
거짓말,Noun,299,kr
날다,Verb,298,kr
음,Noun,297,kr
잠시,Noun,296,kr
늦다,Verb,295,kr
차갑다,Adjective,294,kr
And,Eng,294,en
put,Eng,294,en
품,Noun,294,kr
미우다,Verb,294,kr
사이,Noun,293,kr
머물다,Verb,293,kr
way,Eng,292,en
Like,Eng,292,en
전부,Noun,291,kr
잘,VerbPrefix,291,kr
ha,Eng,290,en
묻다,Verb,290,kr
입술,Noun,289,kr
Now,Eng,288,en
ma,Eng,288,en
삶,Noun,288,kr
about,Eng,286,en
Du,Eng,286,en
집,Noun,286,kr
이,Suffix,286,kr
요,Noun,285,kr
젖다,Verb,285,kr
빛나다,Verb,283,kr
자신,Noun,282,kr
기분,Noun,281,kr
오직,Noun,279,kr
have,Eng,278,en
느낌,Noun,278,kr
쯤,Suffix,278,kr
but,Eng,276,en
잠들다,Verb,276,kr
님,Noun,275,kr
라면,Noun,275,kr
크다,Verb,274,kr
에겐,Josa,273,kr
안되다,Adjective,271,kr
youre,Eng,270,en
가지,Noun,270,kr
lie,Eng,268,en
All,Eng,268,en
sorry,Eng,268,en
맞다,Verb,267,kr
남기다,Verb,267,kr
huh,Eng,266,en
죠,Josa,266,kr
인걸,Josa,266,kr
꾸다,Verb,266,kr
only,Eng,264,en
tonight,Eng,264,en
미련,Noun,264,kr
이라,Josa,260,kr
랑,Josa,259,kr
지만,Josa,259,kr
만이,Josa,259,kr
자리,Noun,259,kr
설레다,Adjective,258,kr
어느,Adverb,256,kr
But,Eng,256,en
cry,Eng,256,en
자꾸만,Noun,256,kr
우우,Adverb,255,kr
필요하다,Adjective,254,kr
준비,Noun,254,kr
만큼,Noun,254,kr
앉다,Verb,254,kr
끄다,Verb,253,kr
Rollin,Eng,252,en
ba,Eng,252,en
가득,Noun,252,kr
떠오르다,Verb,252,kr
감다,Verb,252,kr
그만,Adverb,250,kr
후,Noun,250,kr
달콤하다,Adjective,249,kr
아무리,Adverb,249,kr
아무렇다,Adjective,248,kr
Say,Eng,248,en
건지다,Verb,248,kr
인가,Josa,247,kr
외로움,Noun,247,kr
랄랄라,Adverb,246,kr
구름,Noun,246,kr
애쓰다,Verb,246,kr
적,Noun,245,kr
again,Eng,244,en
술,Noun,244,kr
햇살,Noun,244,kr
이라도,Josa,243,kr
울,Modifier,243,kr
일,Modifier,243,kr
겨울,Noun,242,kr
담다,Verb,242,kr
비추다,Verb,242,kr
인지,Josa,241,kr
forever,Eng,240,en
Bye,Eng,240,en
Boy,Eng,240,en
흔들다,Verb,240,kr
다,Josa,239,kr
향기,Noun,239,kr
견디다,Verb,239,kr
먹다,Verb,239,kr
추다,Verb,239,kr
boom,Eng,238,en
nobody,Eng,238,en
어제,Noun,238,kr
이르다,Verb,238,kr
든,Josa,237,kr
찾아오다,Verb,237,kr
치다,Verb,237,kr
how,Eng,236,en
도,Noun,236,kr
계속,Noun,236,kr
그리고,Conjunction,235,kr
남,Noun,235,kr
when,Eng,234,en
조차,Josa,233,kr
생각나다,Verb,233,kr
One,Eng,232,en
call,Eng,232,en
high,Eng,230,en
crazy,Eng,230,en
잊혀지다,Verb,230,kr
어느새다,Adjective,229,kr
이해,Noun,229,kr
ooh,Eng,228,en
woo,Eng,228,en
난,Josa,228,kr
같이,Josa,228,kr
가득하다,Adjective,226,kr
기도,Noun,226,kr
채우다,Verb,226,kr
만은,Josa,225,kr
뭘,Noun,225,kr
씩,Suffix,225,kr
맞추다,Verb,225,kr
달,Noun,224,kr
아래,Noun,224,kr
헤매다,Verb,223,kr
태우다,Verb,223,kr
Cause,Eng,222,en
fall,Eng,222,en
네,Josa,221,kr
Bo,Eng,220,en
Peep,Eng,220,en
만날,Noun,220,kr
간,Noun,219,kr
편하다,Adjective,218,kr
light,Eng,218,en
change,Eng,218,en
내게로,Noun,218,kr
가사,Noun,217,kr
고맙다,Adjective,216,kr
song,Eng,216,en
man,Eng,216,en
What,Eng,216,en
들리다,Verb,215,kr
over,Eng,214,en
가을,Noun,214,kr
먼저,Noun,214,kr
수많다,Adjective,213,kr
멋지다,Adjective,213,kr
만난,Noun,213,kr
YOU,Eng,212,en
miss,Eng,212,en
too,Eng,212,en
여름,Noun,212,kr
날아가다,Verb,212,kr
돌아보다,Verb,211,kr
새롭다,Adjective,210,kr
나쁘다,Adjective,210,kr
fly,Eng,210,en
dot,Eng,210,en
안고,Noun,210,kr
열다,Verb,210,kr
님,Suffix,209,kr
지내다,Verb,209,kr
This,Eng,208,en
심장,Noun,208,kr
어렵다,Adjective,207,kr
떨어지다,Verb,207,kr
think,Eng,206,en
숨다,Verb,206,kr
흔들리다,Verb,205,kr
mind,Eng,204,en
keep,Eng,204,en
이야기,Noun,204,kr
음악,Noun,204,kr
짓다,Verb,203,kr
believe,Eng,202,en
It,Eng,202,en
Boom,Eng,202,en
춤,Noun,202,kr
보여주다,Verb,202,kr
간다,Noun,201,kr
Dance,Eng,200,en
한마디,Noun,200,kr
표정,Noun,200,kr
늘다,Verb,200,kr
갖다,Verb,200,kr
불,Noun,199,kr
그것,Noun,199,kr
흘러가다,Verb,199,kr
leave,Eng,198,en
몰래,Noun,198,kr
누군가,Noun,198,kr
테,Noun,198,kr
밝다,Verb,198,kr
따다,Verb,198,kr
닿다,Verb,197,kr
조금씩,Adverb,196,kr
mine,Eng,196,en
In,Eng,196,en
입,Noun,196,kr
마치,Noun,196,kr
피다,Verb,196,kr
봄,Noun,195,kr
달라,Noun,195,kr
태어나다,Verb,195,kr
따뜻하다,Adjective,194,kr
힘드다,Adjective,194,kr
기쁨,Noun,194,kr
지나,Noun,194,kr
떨리다,Verb,194,kr
쓸쓸하다,Adjective,193,kr
니,Josa,193,kr
파도,Noun,193,kr
무슨,Noun,193,kr
rock,Eng,192,en
Dun,Eng,192,en
닮다,Verb,192,kr
달다,Verb,192,kr
When,Eng,190,en
gotta,Eng,190,en
fire,Eng,190,en
의미,Noun,190,kr
그땐,Noun,189,kr
감추다,Verb,189,kr
take,Eng,188,en
touch,Eng,188,en
break,Eng,188,en
아쉽다,Adjective,187,kr
눈부시다,Adjective,186,kr
마저,Josa,186,kr
태양,Noun,186,kr
계절,Noun,186,kr
차라리,Noun,186,kr
아마,Noun,186,kr
감싸다,Verb,186,kr
짧다,Adjective,184,kr
라는,Josa,184,kr
동안,Noun,184,kr
사실,Noun,184,kr
절대,Noun,184,kr
그래서,Adverb,182,kr
lonely,Eng,182,en
Whats,Eng,182,en
예,Modifier,181,kr
Woo,Eng,180,en
Everybody,Eng,180,en
im,Eng,180,en
아이,Noun,180,kr
마르다,Adjective,179,kr
대답,Noun,179,kr
돌리다,Verb,179,kr
미워하다,Adjective,178,kr
will,Eng,178,en
every,Eng,178,en
이라고,Josa,178,kr
옆,Noun,178,kr
진짜,Noun,178,kr
용서,Noun,178,kr
bam,Eng,176,en
Tell,Eng,176,en
run,Eng,176,en
걸음,Noun,176,kr
나누다,Verb,176,kr
bring,Eng,174,en
다음,Noun,174,kr
운명,Noun,174,kr
그건,Adverb,172,kr
hand,Eng,172,en
Can,Eng,172,en
On,Eng,172,en
Make,Eng,172,en
talk,Eng,172,en
하,Exclamation,172,kr
가면,Noun,172,kr
기,Modifier,171,kr
쓰다,Verb,171,kr
little,Eng,170,en
by,Eng,170,en
world,Eng,170,en
Da,Eng,170,en
two,Eng,170,en
만큼,Josa,170,kr
간직,Noun,170,kr
선,Noun,170,kr
안기다,Verb,170,kr
결국,Adverb,169,kr
중,Noun,169,kr
써다,Verb,169,kr
자,Noun,168,kr
영원,Noun,168,kr
미래,Noun,168,kr
몇,Noun,168,kr
타다,Verb,168,kr
적다,Verb,168,kr
잃어버리다,Verb,168,kr
한다는,Modifier,167,kr
한숨,Noun,167,kr
잡고,Noun,167,kr
고백,Noun,167,kr
wait,Eng,166,en
토록,Josa,166,kr
넘다,Verb,166,kr
남겨지다,Verb,166,kr
외로워,Noun,165,kr
듯이,Noun,165,kr
예전,Noun,165,kr
바꾸다,Verb,165,kr
길다,Adjective,164,kr
true,Eng,164,en
Let,Eng,164,en
without,Eng,164,en
e,Eng,164,en
Go,Eng,164,en
가까이,Noun,164,kr
시절,Noun,164,kr
돈,Noun,164,kr
대로,Noun,164,kr
가져가다,Verb,164,kr
거울,Noun,163,kr
어서,Noun,163,kr
붙잡다,Verb,163,kr
E,Eng,162,en
better,Eng,162,en
through,Eng,162,en
여인,Noun,162,kr
오늘밤,Noun,162,kr
고개,Noun,162,kr
무너지다,Verb,162,kr
우연히,Adverb,161,kr
아끼다,Verb,161,kr
빨리,Adverb,160,kr
show,Eng,160,en
The,Eng,160,en
Ding,Eng,160,en
가슴속,Noun,160,kr
거기,Noun,160,kr
전화,Noun,160,kr
나가다,Verb,160,kr
어깨,Noun,159,kr
높다,Adjective,158,kr
아아,Noun,157,kr
Goodbye,Eng,156,en
there,Eng,156,en
푸른,Noun,156,kr
점점,Noun,156,kr
마주치다,Verb,156,kr
느껴지다,Verb,156,kr
바쁘다,Adjective,155,kr
만남,Noun,155,kr
dream,Eng,154,en
babe,Eng,154,en
지,Modifier,154,kr
벌써,Noun,154,kr
철,Noun,154,kr
어쩌면,Noun,154,kr
꿈꾸다,Verb,154,kr
힘겹다,Adjective,153,kr
높이,Noun,153,kr
대도,Noun,153,kr
초라하다,Adjective,152,kr
Please,Eng,152,en
O,Eng,152,en
new,Eng,152,en
care,Eng,152,en
YES,Eng,152,en
터지다,Verb,152,kr
뿐이다,Adjective,151,kr
목,Noun,151,kr
가장,Noun,151,kr
오래,Adverb,150,kr
딱,Adverb,150,kr
or,Eng,150,en
goodbye,Eng,150,en
hot,Eng,150,en
name,Eng,150,en
며,Josa,150,kr
대신,Noun,150,kr
마음속,Noun,150,kr
걸어가다,Verb,150,kr
새,Modifier,149,kr
다가,Noun,149,kr
수도,Noun,149,kr
That,Eng,148,en
here,Eng,148,en
girls,Eng,148,en
보지,Noun,148,kr
더욱,Noun,148,kr
어떻,Modifier,147,kr
그림자,Noun,147,kr
때론,Noun,147,kr
여전하다,Adjective,146,kr
Why,Eng,146,en
ti,Eng,146,en
sky,Eng,146,en
깊이,Noun,146,kr
발,Noun,146,kr
똑같다,Adjective,145,kr
라랄,Adverb,145,kr
랄,Noun,145,kr
Whoo,Eng,144,en
star,Eng,144,en
일이,Modifier,144,kr
이루다,Verb,144,kr
고프다,Adjective,143,kr
오지,Noun,143,kr
소리치다,Verb,143,kr
커지다,Verb,143,kr
달빛,Noun,142,kr
우릴,Noun,142,kr
이나,Josa,141,kr
보이지,Noun,141,kr
저,Determiner,140,kr
꿈속,Noun,140,kr
낙엽,Noun,140,kr
란,Noun,140,kr
망설이다,Verb,140,kr
막다,Verb,140,kr
달라지다,Verb,140,kr
야,Exclamation,139,kr
마주,Noun,139,kr
어,Noun,139,kr
포기,Noun,139,kr
새다,Verb,139,kr
즐겁다,Adjective,138,kr
어색하다,Adjective,138,kr
body,Eng,138,en
live,Eng,138,en
roll,Eng,138,en
피,Noun,138,kr
가야,Noun,138,kr
용기,Noun,138,kr
부족하다,Adjective,137,kr
어쩔,Adverb,137,kr
불빛,Noun,137,kr
빈,Noun,137,kr
lady,Eng,136,en
저기,Noun,136,kr
년,Noun,136,kr
영화,Noun,136,kr
가버리다,Verb,136,kr
예요,Josa,135,kr
만,Noun,135,kr
달려가다,Verb,135,kr
곱다,Adjective,134,kr
왠지,Adverb,134,kr
cool,Eng,134,en
fine,Eng,134,en
step,Eng,134,en
T,Eng,134,en
du,Eng,134,en
오오오,Noun,134,kr
사진,Noun,134,kr
자,Suffix,134,kr
조용하다,Adjective,133,kr
붉다,Adjective,133,kr
랄라,Adverb,133,kr
물,Noun,133,kr
솔직하다,Adjective,132,kr
beat,Eng,132,en
Look,Eng,132,en
제일,Noun,132,kr
종일,Noun,132,kr
놀다,Verb,132,kr
잊어버리다,Verb,132,kr
까지도,Josa,131,kr
꽃잎,Noun,131,kr
일이,Noun,131,kr
달래다,Verb,131,kr
일어나다,Verb,131,kr
pretty,Eng,130,en
Take,Eng,130,en
Back,Eng,130,en
파,Noun,130,kr
크게,Noun,130,kr
연인,Noun,130,kr
깨다,Verb,130,kr
가보다,Verb,130,kr
기대다,Verb,129,kr
노랗다,Adjective,128,kr
party,Eng,128,en
Every,Eng,128,en
BOUNCE,Eng,128,en
등록,Noun,128,kr
파란,Noun,128,kr
타고,Noun,128,kr
두운,Noun,128,kr
상상,Noun,128,kr
속삭이다,Verb,128,kr
숨기다,Verb,128,kr
기쁘다,Adjective,127,kr
이고,Josa,127,kr
잘못,Noun,127,kr
길이,Noun,127,kr
날개,Noun,127,kr
D,Eng,126,en
ready,Eng,126,en
please,Eng,126,en
정,Noun,126,kr
편지,Noun,126,kr
다가가다,Verb,126,kr
쌓이다,Verb,126,kr
보이,Noun,125,kr
놈,Noun,125,kr
한단,Noun,125,kr
간,Suffix,125,kr
자유롭다,Adjective,124,kr
너무도,Adverb,124,kr
Yes,Eng,124,en
shake,Eng,124,en
move,Eng,124,en
pain,Eng,124,en
HIP,Eng,124,en
Heart,Eng,124,en
cream,Eng,124,en
옷,Noun,124,kr
선물,Noun,124,kr
가도,Noun,123,kr
이제야,Noun,123,kr
춤추다,Verb,123,kr
disco,Eng,122,en
감고,Noun,122,kr
인사,Noun,122,kr
어차피,Noun,122,kr
뭐라다,Verb,122,kr
이기다,Verb,122,kr
나서다,Verb,122,kr
벗어나다,Verb,122,kr
어딜,Adverb,121,kr
이리,Adverb,121,kr
귀,Noun,121,kr
찬,Noun,121,kr
랄라라,Noun,121,kr
alright,Eng,120,en
lo,Eng,120,en
고,Noun,120,kr
기다림,Noun,120,kr
별빛,Noun,120,kr
영혼,Noun,120,kr
라라,Noun,120,kr
모이다,Verb,120,kr
은,Noun,119,kr
욕심,Noun,119,kr
도대체,Noun,119,kr
필요,Noun,119,kr
평생,Noun,119,kr
따윈,Noun,119,kr
놓치다,Verb,119,kr
If,Eng,118,en
R,Eng,118,en
Me,Eng,118,en
Lolli,Eng,118,en
문,Noun,118,kr
겁,Noun,118,kr
찾아가다,Verb,118,kr
방,Noun,117,kr
끝내,Noun,117,kr
지워지다,Verb,117,kr
네,Determiner,116,kr
money,Eng,116,en
sexy,Eng,116,en
much,Eng,116,en
gon,Eng,116,en
em,Eng,116,en
REALLY,Eng,116,en
정말로,Adverb,115,kr
달이,Noun,115,kr
밤하늘,Noun,115,kr
피우다,Verb,115,kr
생기다,Verb,115,kr
여기다,Verb,115,kr
꺼내다,Verb,115,kr
불안하다,Adjective,114,kr
Babe,Eng,114,en
yes,Eng,114,en
Time,Eng,114,en
Up,Eng,114,en
thats,Eng,114,en
ho,Eng,114,en
Pop,Eng,114,en
노을,Noun,114,kr
거짓,Noun,114,kr
차,Noun,114,kr
하나요,Noun,114,kr
입다,Verb,114,kr
지르다,Verb,114,kr
서럽다,Adjective,113,kr
따스하다,Adjective,113,kr
리,Noun,113,kr
궁금하다,Adjective,112,kr
friend,Eng,112,en
Yo,Eng,112,en
hear,Eng,112,en
everything,Eng,112,en
aint,Eng,112,en
Stop,Eng,112,en
Give,Eng,112,en
illa,Eng,112,en
twit,Eng,112,en
텐데,Eomi,112,kr
까지나,Josa,112,kr
잔,Noun,112,kr
하나로,Noun,112,kr
불어오다,Verb,112,kr
흩어지다,Verb,112,kr
살며시,Adverb,111,kr
문득,Noun,111,kr
뻔하다,Adjective,110,kr
us,Eng,110,en
mess,Eng,110,en
